;tweet_id;label;task;task_num;event
255;'767461115576057856';1;during;2;vfestival
256;'767478433509179392';1;during;2;vfestival
258;'767448122469613568';1;during;2;vfestival
259;'767381236402847744';0;during;2;vfestival
261;'767447765391642624';0;during;2;vfestival
263;'767474295580790785';0;during;2;vfestival
264;'767441942917545984';0;during;2;vfestival
265;'767382287809933312';1;during;2;vfestival
266;'767406013075099649';0;during;2;vfestival
268;'767386108309020673';0;during;2;vfestival
270;'767389155257180160';0;during;2;vfestival
274;'767394816732827648';0;during;2;vfestival
276;'767464752587079680';0;during;2;vfestival
277;'767468258836541440';0;during;2;vfestival
280;'767440803476144129';0;during;2;vfestival
281;'767464070463315968';0;during;2;vfestival
284;'767397357692518400';0;during;2;vfestival
285;'767461450898104320';1;during;2;vfestival
290;'767419971588808708';0;during;2;vfestival
291;'767436402900492292';1;during;2;vfestival
292;'767457648908312580';0;during;2;vfestival
294;'767460816048226304';1;during;2;vfestival
296;'767470849779572736';0;during;2;vfestival
301;'767470107727687680';0;during;2;vfestival
302;'767471517542195200';0;during;2;vfestival
303;'767466994144772096';0;during;2;vfestival
308;'767449909670862848';0;during;2;vfestival
309;'767473641240064001';0;during;2;vfestival
310;'767444055915569152';0;during;2;vfestival
311;'767425142087622658';0;during;2;vfestival
312;'767381433983897600';1;during;2;vfestival
313;'767434466340069376';1;during;2;vfestival
314;'767478060480335873';0;during;2;vfestival
315;'767475090204323840';0;during;2;vfestival
316;'767427568257503233';0;during;2;vfestival
322;'767426138088112128';1;during;2;vfestival
325;'767411466051973120';0;during;2;vfestival
327;'767449944282263552';0;during;2;vfestival
329;'767427997913591808';1;during;2;vfestival
332;'767386816932564993';0;during;2;vfestival
333;'767406319376691200';1;during;2;vfestival
334;'767380406396153856';1;during;2;vfestival
338;'767468630196023300';0;during;2;vfestival
341;'767411983947739136';1;during;2;vfestival
342;'767476864080285702';1;during;2;vfestival
345;'767383502073450496';1;during;2;vfestival
346;'767401668896026624';1;during;2;vfestival
348;'767396320701214720';1;during;2;vfestival
350;'767470112941244416';0;during;2;vfestival
352;'767473192386588672';0;during;2;vfestival
357;'767421770764656640';0;during;2;vfestival
358;'767425583949213696';1;during;2;vfestival
359;'767467319559761920';0;during;2;vfestival
360;'767479186684510209';0;during;2;vfestival
362;'767424849908293633';1;during;2;vfestival
364;'767444197267742722';1;during;2;vfestival
366;'767475777591996416';1;during;2;vfestival
368;'767382970525224960';1;during;2;vfestival
369;'767480551024447488';1;during;2;vfestival
371;'767469156769882112';0;during;2;vfestival
372;'767469929134161920';1;during;2;vfestival
373;'767458695387152386';1;during;2;vfestival
375;'767393741372006400';0;during;2;vfestival
376;'767451522452090881';0;during;2;vfestival
377;'767457684408918016';1;during;2;vfestival
379;'767468672227151872';0;during;2;vfestival
380;'767402320036364288';1;during;2;vfestival
386;'767471168853073921';0;during;2;vfestival
389;'767467061635264512';0;during;2;vfestival
390;'767479618932801537';0;during;2;vfestival
391;'767457028650442752';0;during;2;vfestival
396;'767452687839404036';1;during;2;vfestival
399;'767415688008990724';1;during;2;vfestival
400;'767425100471754752';1;during;2;vfestival
403;'767476987573178368';0;during;2;vfestival
409;'767460841348214784';1;during;2;vfestival
411;'767428540803448833';1;during;2;vfestival
415;'767467797022666752';0;during;2;vfestival
417;'767476869298028545';1;during;2;vfestival
419;'767467949644980224';0;during;2;vfestival
421;'767464415444754433';1;during;2;vfestival
428;'767472264375857152';0;during;2;vfestival
430;'767470742732730372';0;during;2;vfestival
433;'767458482522062849';1;during;2;vfestival
434;'767478231184400384';0;during;2;vfestival
436;'767438505828048897';0;during;2;vfestival
437;'767454911508389894';1;during;2;vfestival
444;'767434195199229953';0;during;2;vfestival
445;'767392240587173889';1;during;2;vfestival
446;'767435563666378752';1;during;2;vfestival
448;'767473705341620225';0;during;2;vfestival
451;'767379915784196096';1;during;2;vfestival
455;'767395283240181760';1;during;2;vfestival
456;'767438999720001536';1;during;2;vfestival
457;'767469717909020672';0;during;2;vfestival
460;'767420340771360768';1;during;2;vfestival
462;'767477323436265476';1;during;2;vfestival
466;'767474821852790784';0;during;2;vfestival
467;'767407910196576260';1;during;2;vfestival
468;'767444333331185666';0;during;2;vfestival
470;'767405489294422016';1;during;2;vfestival
474;'767425328201334784';1;during;2;vfestival
475;'767478212679045120';1;during;2;vfestival
479;'767412317344727040';0;during;2;vfestival
482;'767425386489733121';1;during;2;vfestival
483;'767418729525350400';0;during;2;vfestival
484;'767447037587689473';1;during;2;vfestival
488;'767390355163611136';1;during;2;vfestival
489;'767476951527350272';0;during;2;vfestival
497;'767388035956740096';1;during;2;vfestival
500;'767455414787145729';0;during;2;vfestival
501;'767395384075362304';1;during;2;vfestival
505;'767389505150152704';0;during;2;vfestival
507;'767480745992519680';0;during;2;vfestival
509;'767475849784426496';1;during;2;vfestival
510;'767406834277900288';0;during;2;vfestival
512;'767399944504373248';0;during;2;vfestival
514;'767408116191363073';1;during;2;vfestival
515;'767469989314043904';0;during;2;vfestival
516;'767465411944259585';0;during;2;vfestival
519;'767471394556895232';0;during;2;vfestival
521;'767471308569513984';0;during;2;vfestival
525;'767478768495505408';0;during;2;vfestival
526;'767430420824780800';1;during;2;vfestival
527;'767470154993238017';0;during;2;vfestival
530;'767459376298860549';0;during;2;vfestival
531;'767472256398352384';0;during;2;vfestival
533;'767473470494081025';0;during;2;vfestival
536;'767457551302680576';0;during;2;vfestival
538;'767434752865492992';0;during;2;vfestival
540;'767466625008300032';0;during;2;vfestival
542;'767467701744861184';0;during;2;vfestival
543;'767385183477694465';0;during;2;vfestival
544;'767458196168507392';0;during;2;vfestival
546;'767475127290306560';0;during;2;vfestival
547;'767477842326220800';1;during;2;vfestival
550;'767451907812122624';0;during;2;vfestival
552;'767431467609776128';1;during;2;vfestival
553;'767471110887731201';0;during;2;vfestival
555;'767421066515976192';0;during;2;vfestival
557;'767475504995852293';1;during;2;vfestival
558;'767475409982148608';0;during;2;vfestival
561;'767469159630471168';0;during;2;vfestival
571;'767445926998925312';1;during;2;vfestival
572;'767384507431415809';1;during;2;vfestival
573;'767417461264220160';1;during;2;vfestival
575;'767416763130707968';0;during;2;vfestival
576;'767467130837098496';0;during;2;vfestival
577;'767379918250467329';1;during;2;vfestival
578;'767469107478396928';1;during;2;vfestival
579;'767395852981764096';1;during;2;vfestival
580;'767400741371727872';1;during;2;vfestival
581;'767470863629385728';0;during;2;vfestival
583;'767472134482489345';0;during;2;vfestival
585;'767415107051806720';1;during;2;vfestival
587;'767471648773644290';0;during;2;vfestival
592;'767458397109313536';0;during;2;vfestival
602;'767456329506103297';1;during;2;vfestival
604;'767480699322531840';0;during;2;vfestival
608;'767471471337832454';1;during;2;vfestival
610;'767442274770907136';0;during;2;vfestival
612;'767448869999443968';0;during;2;vfestival
614;'767418310145245184';0;during;2;vfestival
624;'767461142377730048';0;during;2;vfestival
628;'767474021696991233';0;during;2;vfestival
629;'767478576925007876';0;during;2;vfestival
633;'767389143055892480';1;during;2;vfestival
635;'767479040026505216';0;during;2;vfestival
636;'767390190507819011';1;during;2;vfestival
646;'767468433445445632';1;during;2;vfestival
647;'767467560057106433';0;during;2;vfestival
648;'767382733026975744';0;during;2;vfestival
657;'767398716323921920';0;during;2;vfestival
658;'767473802754322432';0;during;2;vfestival
659;'767481178546966528';0;during;2;vfestival
660;'767471037428670464';0;during;2;vfestival
665;'767401858608599040';1;during;2;vfestival
669;'767430153467224065';0;during;2;vfestival
678;'767470400011894789';0;during;2;vfestival
681;'767474988140093440';0;during;2;vfestival
682;'767460048528289792';1;during;2;vfestival
684;'767470603397922816';1;during;2;vfestival
685;'767480368966533121';0;during;2;vfestival
686;'767458931685941248';0;during;2;vfestival
687;'767439053633486848';0;during;2;vfestival
689;'767476531950129152';1;during;2;vfestival
690;'767476499373056000';1;during;2;vfestival
694;'767463472007348225';0;during;2;vfestival
695;'767425598545358848';0;during;2;vfestival
696;'767465684221689860';1;during;2;vfestival
697;'767443666151542784';1;during;2;vfestival
705;'767405960960864256';1;during;2;vfestival
710;'767466354186260481';0;during;2;vfestival
719;'767478813076750337';0;during;2;vfestival
720;'767428976490844160';1;during;2;vfestival
722;'767458487345434624';0;during;2;vfestival
725;'767430271113265153';1;during;2;vfestival
729;'767432593717489665';0;during;2;vfestival
730;'767454780583055360';0;during;2;vfestival
731;'767461644972789760';0;during;2;vfestival
734;'767419186696126464';0;during;2;vfestival
739;'767451213646352385';0;during;2;vfestival
742;'767437137721626626';0;during;2;vfestival
749;'767470267505471488';0;during;2;vfestival
751;'767477256293933060';0;during;2;vfestival
752;'767391671495626752';0;during;2;vfestival
756;'767423904570900480';1;during;2;vfestival
758;'767441348064665600';1;during;2;vfestival
759;'767429222864478209';1;during;2;vfestival
764;'767429053972381700';1;during;2;vfestival
765;'767464415444754433';1;during;2;vfestival
768;'767401332819058688';0;during;2;vfestival
769;'767473109884624897';0;during;2;vfestival
770;'767462640360775680';1;during;2;vfestival
771;'767441169596846080';1;during;2;vfestival
779;'767478688048943104';0;during;2;vfestival
781;'767473860958646272';0;during;2;vfestival
782;'767389391308333056';0;during;2;vfestival
783;'767468808386871296';0;during;2;vfestival
784;'767421763009572864';1;during;2;vfestival
786;'767454849038299136';0;during;2;vfestival
789;'767480167442841600';0;during;2;vfestival
791;'767469633863557120';0;during;2;vfestival
792;'767416022890602496';0;during;2;vfestival
794;'767460823556120576';1;during;2;vfestival
795;'767468765332250624';0;during;2;vfestival
800;'767473168701329408';0;during;2;vfestival
803;'767449291220783104';0;during;2;vfestival
805;'767445872942743552';0;during;2;vfestival
810;'767478890986024960';1;during;2;vfestival
811;'767473064095444992';0;during;2;vfestival
813;'767480339342262272';0;during;2;vfestival
815;'767460442147028992';0;during;2;vfestival
820;'767447004700143618';1;during;2;vfestival
822;'767422014835613697';1;during;2;vfestival
823;'767421330308395008';1;during;2;vfestival
828;'767478948536156160';1;during;2;vfestival
829;'767380181564723200';0;during;2;vfestival
831;'767383777882562561';0;during;2;vfestival
834;'767463393481658368';1;during;2;vfestival
840;'767393070354694144';1;during;2;vfestival
841;'767467521100357632';0;during;2;vfestival
848;'767471484927369216';0;during;2;vfestival
849;'767477816875155456';0;during;2;vfestival
852;'767449026744713216';1;during;2;vfestival
854;'767478527918804992';0;during;2;vfestival
857;'767469693531787264';0;during;2;vfestival
861;'767393987946831872';0;during;2;vfestival
862;'767467681113116672';0;during;2;vfestival
863;'767427014903074816';0;during;2;vfestival
864;'767449491519700992';1;during;2;vfestival
865;'767443742240468992';0;during;2;vfestival
866;'767414012573315072';0;during;2;vfestival
869;'767479581666316288';0;during;2;vfestival
871;'767455537772523520';0;during;2;vfestival
873;'767455898801467393';1;during;2;vfestival
875;'767416583878836224';1;during;2;vfestival
879;'767413225906462720';1;during;2;vfestival
882;'767390850871689216';1;during;2;vfestival
885;'767380258089730048';0;during;2;vfestival
888;'767385422846631936';1;during;2;vfestival
891;'767468180310790144';0;during;2;vfestival
893;'767472788319903744';0;during;2;vfestival
896;'767384461382127616';1;during;2;vfestival
899;'767432667499532288';1;during;2;vfestival
902;'767426859487363072';0;during;2;vfestival
904;'767468717936676864';0;during;2;vfestival
907;'767441476561186816';1;during;2;vfestival
908;'767470758469726208';0;during;2;vfestival
910;'767429561294487554';1;during;2;vfestival
911;'767393320410677248';1;during;2;vfestival
913;'767431815632195588';0;during;2;vfestival
915;'767381094039773184';0;during;2;vfestival
919;'767421151849095168';0;during;2;vfestival
922;'767478957587529733';0;during;2;vfestival
924;'767411387463299072';0;during;2;vfestival
925;'767455592076156928';0;during;2;vfestival
926;'767392486184652804';0;during;2;vfestival
929;'767437802501988352';1;during;2;vfestival
931;'767460457775071232';1;during;2;vfestival
932;'767423132097470464';0;during;2;vfestival
937;'767475562973696000';1;during;2;vfestival
938;'767434526909931520';1;during;2;vfestival
939;'767472455166353409';0;during;2;vfestival
944;'767404575011799040';0;during;2;vfestival
947;'767389220767932420';1;during;2;vfestival
948;'767394959930556416';1;during;2;vfestival
952;'767468453527744512';0;during;2;vfestival
956;'767466396204818432';0;during;2;vfestival
962;'767464646290837504';0;during;2;vfestival
964;'767474373615902720';0;during;2;vfestival
966;'767469778420334592';1;during;2;vfestival
968;'767422392109002752';0;during;2;vfestival
970;'767406329682157569';1;during;2;vfestival
975;'767425608347447296';0;during;2;vfestival
979;'767466773067231232';0;during;2;vfestival
983;'767478417465962497';1;during;2;vfestival
984;'767434297242480640';1;during;2;vfestival
985;'767466946623188992';0;during;2;vfestival
986;'767478205011857408';0;during;2;vfestival
988;'767468131287756800';0;during;2;vfestival
991;'767381405282078720';1;during;2;vfestival
992;'767469277226164224';0;during;2;vfestival
997;'767467679695462400';0;during;2;vfestival
998;'767462103678451712';0;during;2;vfestival
0;'767667882906021888';1;after;3;vfestival
1;'767647783000088576';0;after;3;vfestival
2;'767699040473583616';0;after;3;vfestival
3;'769090795706220545';0;after;3;vfestival
4;'767703267010830336';0;after;3;vfestival
5;'767716343332347904';0;after;3;vfestival
6;'767545588053372928';0;after;3;vfestival
8;'767640010430480384';0;after;3;vfestival
9;'767816227280580608';1;after;3;vfestival
12;'767707743222435840';1;after;3;vfestival
13;'767698550738345984';1;after;3;vfestival
15;'767693659273850880';1;after;3;vfestival
16;'767513488948363264';1;after;3;vfestival
17;'767663960652931072';0;after;3;vfestival
18;'767807499554684932';0;after;3;vfestival
19;'768177132178505728';1;after;3;vfestival
20;'767794283697102848';1;after;3;vfestival
21;'767626659704999936';1;after;3;vfestival
22;'767754849983336448';1;after;3;vfestival
24;'767687905317912577';0;after;3;vfestival
27;'769133207015096320';1;after;3;vfestival
30;'767819551136485376';1;after;3;vfestival
33;'767605440561680384';1;after;3;vfestival
34;'768442191568134144';1;after;3;vfestival
36;'768028685505036294';0;after;3;vfestival
39;'767728826986233856';1;after;3;vfestival
41;'767698344558882816';1;after;3;vfestival
43;'768083266104532992';1;after;3;vfestival
44;'768039031603073024';0;after;3;vfestival
46;'767709855276797952';0;after;3;vfestival
48;'767763832567635968';0;after;3;vfestival
50;'767728429361983488';1;after;3;vfestival
51;'767533009331429376';0;after;3;vfestival
52;'767753597866082304';1;after;3;vfestival
54;'767566573334884352';1;after;3;vfestival
57;'769249188513255424';1;after;3;vfestival
59;'767848791403737088';1;after;3;vfestival
62;'769104006656425984';0;after;3;vfestival
64;'768172572877914113';1;after;3;vfestival
65;'767816734762004481';1;after;3;vfestival
68;'767780203699593216';0;after;3;vfestival
69;'768031270085464064';1;after;3;vfestival
70;'767749163736035328';1;after;3;vfestival
71;'767781509415768064';0;after;3;vfestival
73;'767705301717966851';1;after;3;vfestival
74;'767702809823305728';1;after;3;vfestival
78;'770235004190359552';1;after;3;vfestival
79;'767629181542928384';1;after;3;vfestival
83;'767494434414034944';0;after;3;vfestival
84;'767529597932101632';1;after;3;vfestival
85;'768199777989296128';1;after;3;vfestival
89;'767758582058213376';1;after;3;vfestival
94;'767493894397243392';0;after;3;vfestival
95;'767512055704354816';0;after;3;vfestival
96;'767696395914665986';0;after;3;vfestival
103;'767855129227882496';0;after;3;vfestival
106;'770610248856006657';0;after;3;vfestival
107;'767528661109051392';0;after;3;vfestival
112;'767813556016410625';1;after;3;vfestival
113;'775562166351065088';0;after;3;vfestival
115;'767721570794139648';1;after;3;vfestival
116;'767713266466455552';1;after;3;vfestival
117;'767661526757048320';1;after;3;vfestival
119;'768015633917280256';1;after;3;vfestival
121;'767711452111179776';1;after;3;vfestival
122;'768150277606281216';1;after;3;vfestival
123;'767661479738957824';1;after;3;vfestival
124;'767989378786299904';1;after;3;vfestival
125;'767637444191592448';1;after;3;vfestival
127;'767630163437821952';1;after;3;vfestival
128;'769591938714656768';1;after;3;vfestival
131;'768105312180133888';1;after;3;vfestival
132;'768146756974575616';1;after;3;vfestival
134;'775371230362894337';0;after;3;vfestival
136;'767482188640190464';0;after;3;vfestival
137;'767763680633221120';1;after;3;vfestival
138;'767687886045122560';1;after;3;vfestival
140;'767744337899884544';1;after;3;vfestival
141;'768181342471323649';0;after;3;vfestival
143;'768062699641171968';0;after;3;vfestival
144;'767661807624388608';1;after;3;vfestival
145;'767536310504583168';0;after;3;vfestival
146;'767520032716910592';1;after;3;vfestival
148;'767535743870775298';0;after;3;vfestival
151;'767734767131426816';1;after;3;vfestival
152;'767711289275719680';1;after;3;vfestival
153;'768026287558516736';0;after;3;vfestival
155;'767706846308294656';1;after;3;vfestival
159;'772967855616696320';0;after;3;vfestival
164;'767798351249207296';1;after;3;vfestival
165;'767605237288886272';0;after;3;vfestival
166;'767655328351657984';1;after;3;vfestival
169;'769195126589644800';1;after;3;vfestival
172;'767500076012929024';1;after;3;vfestival
173;'767632315849830400';0;after;3;vfestival
174;'767670925709963264';1;after;3;vfestival
175;'768099859467538432';1;after;3;vfestival
176;'767708331670642692';1;after;3;vfestival
178;'767744436633612288';1;after;3;vfestival
179;'767699440215986176';1;after;3;vfestival
180;'767517968754442240';1;after;3;vfestival
184;'767662170335219712';0;after;3;vfestival
185;'770286103941242880';1;after;3;vfestival
188;'767575794923237376';1;after;3;vfestival
189;'767683300194390016';0;after;3;vfestival
190;'767760450473844736';1;after;3;vfestival
191;'767532284027236352';0;after;3;vfestival
194;'767694650715021312';1;after;3;vfestival
195;'767696769769697280';1;after;3;vfestival
197;'768249056883798017';1;after;3;vfestival
200;'767501964942934016';0;after;3;vfestival
201;'769253854483537920';0;after;3;vfestival
206;'767744767736311808';0;after;3;vfestival
208;'768352852339265536';1;after;3;vfestival
213;'767675397144244224';1;after;3;vfestival
215;'768092998764670976';0;after;3;vfestival
216;'767987870044860416';1;after;3;vfestival
218;'767696872542732288';1;after;3;vfestival
221;'767828361716568064';1;after;3;vfestival
224;'775440905255981056';0;after;3;vfestival
225;'767832259818844160';1;after;3;vfestival
228;'767654600635719680';1;after;3;vfestival
230;'769152102723678208';0;after;3;vfestival
231;'767778311061770240';1;after;3;vfestival
232;'770617982682750976';0;after;3;vfestival
235;'767526664922394625';1;after;3;vfestival
236;'767525815877853184';1;after;3;vfestival
237;'767773634127601664';1;after;3;vfestival
242;'767715249223036928';1;after;3;vfestival
246;'767705264254517248';1;after;3;vfestival
248;'767781417304621057';1;after;3;vfestival
249;'767647157029601280';1;after;3;vfestival
251;'767994734124097536';0;after;3;vfestival
255;'769168649210957825';1;after;3;vfestival
257;'767634507314958336';0;after;3;vfestival
258;'767840176391544832';1;after;3;vfestival
259;'775461818957438976';1;after;3;vfestival
268;'767603294021771264';0;after;3;vfestival
270;'767620633438064640';0;after;3;vfestival
271;'769157226250592257';0;after;3;vfestival
272;'767869673400664064';1;after;3;vfestival
274;'767746391640801284';1;after;3;vfestival
275;'767825257893953536';1;after;3;vfestival
276;'767741844306427904';1;after;3;vfestival
277;'767803758080303104';1;after;3;vfestival
278;'769091621593964544';0;after;3;vfestival
279;'767723384125792256';1;after;3;vfestival
280;'768025117033107456';1;after;3;vfestival
286;'767794499233931264';1;after;3;vfestival
287;'767797093939417088';0;after;3;vfestival
289;'767540117397536768';1;after;3;vfestival
290;'768447532686974978';0;after;3;vfestival
296;'768018374098055168';1;after;3;vfestival
297;'767722502839799808';1;after;3;vfestival
298;'767699287375548416';0;after;3;vfestival
301;'767887571791802368';1;after;3;vfestival
303;'767616785445167104';1;after;3;vfestival
305;'767674030795218944';0;after;3;vfestival
306;'767782539268272129';1;after;3;vfestival
308;'767764371896406016';0;after;3;vfestival
310;'767832699788750848';1;after;3;vfestival
311;'767614566188613632';1;after;3;vfestival
312;'767694978281672704';1;after;3;vfestival
313;'768066440758976512';1;after;3;vfestival
317;'767745737983598592';0;after;3;vfestival
319;'767780325292437506';1;after;3;vfestival
320;'767803237646893056';0;after;3;vfestival
321;'768047092300443648';1;after;3;vfestival
323;'767615585987489792';1;after;3;vfestival
324;'767739608339714048';1;after;3;vfestival
325;'767812991496646656';1;after;3;vfestival
327;'770199351096246272';0;after;3;vfestival
328;'775410939399118848';1;after;3;vfestival
329;'767751045590155264';1;after;3;vfestival
332;'767745057118162944';1;after;3;vfestival
333;'767750347788001280';1;after;3;vfestival
334;'767661677034758144';1;after;3;vfestival
335;'767643004114993152';1;after;3;vfestival
337;'774986280513986561';0;after;3;vfestival
338;'767846141874634752';1;after;3;vfestival
341;'767803419323236352';1;after;3;vfestival
343;'767798760428670979';0;after;3;vfestival
344;'767793244520472576';0;after;3;vfestival
345;'767747323950686209';1;after;3;vfestival
346;'767643475932286980';1;after;3;vfestival
351;'767732037633662976';1;after;3;vfestival
352;'767822197238992896';1;after;3;vfestival
353;'767488703170162688';0;after;3;vfestival
354;'769949022966706176';1;after;3;vfestival
358;'767544055219748864';1;after;3;vfestival
360;'767500331336998913';1;after;3;vfestival
361;'769141117900161025';1;after;3;vfestival
362;'767756667803033601';1;after;3;vfestival
366;'767762418030092289';1;after;3;vfestival
367;'767712705457324032';0;after;3;vfestival
368;'767511524198014976';1;after;3;vfestival
369;'767771699379105793';1;after;3;vfestival
371;'767769462682456064';1;after;3;vfestival
376;'768175027556610048';1;after;3;vfestival
380;'770697176775221248';1;after;3;vfestival
383;'767685482004242433';1;after;3;vfestival
385;'767515604291026944';1;after;3;vfestival
386;'767714900202418177';1;after;3;vfestival
387;'767806192362090496';1;after;3;vfestival
388;'767833505132937216';0;after;3;vfestival
389;'768124818055106560';1;after;3;vfestival
390;'767728454682943489';1;after;3;vfestival
391;'767483343957061632';1;after;3;vfestival
392;'767787962574733312';1;after;3;vfestival
393;'768207982203052032';0;after;3;vfestival
399;'767761138687803392';1;after;3;vfestival
401;'770637195157860352';1;after;3;vfestival
403;'767672415195389952';1;after;3;vfestival
406;'767749313405607936';0;after;3;vfestival
407;'767667086084730880';1;after;3;vfestival
409;'767779964892700674';1;after;3;vfestival
412;'768142561714311168';0;after;3;vfestival
413;'767501065101144065';0;after;3;vfestival
415;'767825401137795072';1;after;3;vfestival
416;'767792356045234176';1;after;3;vfestival
417;'767678216135925760';1;after;3;vfestival
419;'767679093353709568';1;after;3;vfestival
420;'767790914580385793';1;after;3;vfestival
421;'768165673478549504';1;after;3;vfestival
423;'767783536292196356';1;after;3;vfestival
425;'767752654999187456';0;after;3;vfestival
427;'768815436490235906';1;after;3;vfestival
429;'767802186218733568';1;after;3;vfestival
444;'767650465408389121';0;after;3;vfestival
445;'768195561115779072';1;after;3;vfestival
449;'767729700303175680';1;after;3;vfestival
451;'767633950298796032';0;after;3;vfestival
452;'768108814923132928';1;after;3;vfestival
453;'767704454208552960';1;after;3;vfestival
454;'767783796515241984';1;after;3;vfestival
455;'767659938147598336';1;after;3;vfestival
456;'767723639093485569';0;after;3;vfestival
458;'767714603648155648';1;after;3;vfestival
460;'767720789499969536';1;after;3;vfestival
462;'768061283060940800';1;after;3;vfestival
463;'767723915418427392';1;after;3;vfestival
464;'768140459508133888';1;after;3;vfestival
468;'767775234879610880';1;after;3;vfestival
470;'774464820481581056';0;after;3;vfestival
472;'767740544671969280';1;after;3;vfestival
473;'767513840942735360';0;after;3;vfestival
475;'767822115747852292';1;after;3;vfestival
478;'767828244569686016';0;after;3;vfestival
479;'767683597809676288';1;after;3;vfestival
480;'767741518748745728';1;after;3;vfestival
481;'767796241170399233';0;after;3;vfestival
486;'767807605762842624';1;after;3;vfestival
489;'767490621338779648';0;after;3;vfestival
492;'767859912688930817';0;after;3;vfestival
493;'767668912880226304';0;after;3;vfestival
497;'767586236915744768';0;after;3;vfestival
502;'767696326981103619';1;after;3;vfestival
505;'775050630494875648';1;after;3;vfestival
507;'767832224918036481';0;after;3;vfestival
512;'767502280308494336';0;after;3;vfestival
514;'767833389143646209';0;after;3;vfestival
515;'767483548756484097';0;after;3;vfestival
517;'767658788102995968';1;after;3;vfestival
518;'767798618552094721';0;after;3;vfestival
521;'767716787186077697';1;after;3;vfestival
524;'767721621700374528';1;after;3;vfestival
526;'767789736396255232';1;after;3;vfestival
529;'768564395286863872';1;after;3;vfestival
530;'767684040501686272';1;after;3;vfestival
531;'767730758207373312';1;after;3;vfestival
532;'767564564561010690';0;after;3;vfestival
540;'767795286181810176';1;after;3;vfestival
551;'767774202015383552';1;after;3;vfestival
552;'767663533156892672';1;after;3;vfestival
555;'767736667348279300';1;after;3;vfestival
556;'767669795844132864';0;after;3;vfestival
561;'768161274618269697';1;after;3;vfestival
563;'769443858354536448';1;after;3;vfestival
564;'773113607911575552';0;after;3;vfestival
570;'767714594831884288';1;after;3;vfestival
573;'768334013463400448';1;after;3;vfestival
576;'767548447402627072';0;after;3;vfestival
577;'767815956550877184';1;after;3;vfestival
580;'767790246327123968';1;after;3;vfestival
586;'767839435144716288';1;after;3;vfestival
587;'767615394995662848';0;after;3;vfestival
588;'768201911853912064';1;after;3;vfestival
593;'767743753377484801';1;after;3;vfestival
596;'767835160679223296';0;after;3;vfestival
597;'768518885582761984';0;after;3;vfestival
598;'767876395422851072';1;after;3;vfestival
599;'767750031118049280';0;after;3;vfestival
602;'767535701080547329';1;after;3;vfestival
603;'768151439143206912';1;after;3;vfestival
613;'767692460004868096';1;after;3;vfestival
614;'767650322797957120';1;after;3;vfestival
615;'767758089017843712';1;after;3;vfestival
619;'767792296343531520';1;after;3;vfestival
620;'767646431796666368';0;after;3;vfestival
624;'767696949831229440';0;after;3;vfestival
625;'775371230362894337';0;after;3;vfestival
629;'767702981189992448';1;after;3;vfestival
631;'767506874841391104';1;after;3;vfestival
635;'776027908070596608';0;after;3;vfestival
638;'767772815105921026';1;after;3;vfestival
643;'767730830663938048';0;after;3;vfestival
644;'767625188645146628';1;after;3;vfestival
645;'767820435169968128';1;after;3;vfestival
647;'767764350253826048';1;after;3;vfestival
650;'768552364748005377';1;after;3;vfestival
652;'767815726027636736';0;after;3;vfestival
653;'768183929044074496';1;after;3;vfestival
654;'767654794290921472';1;after;3;vfestival
657;'767633743930617856';0;after;3;vfestival
663;'775499708445892608';0;after;3;vfestival
664;'768061537751797760';1;after;3;vfestival
665;'767694118894071809';0;after;3;vfestival
676;'767798908105863168';1;after;3;vfestival
678;'770286378382823424';1;after;3;vfestival
679;'768200213441806336';1;after;3;vfestival
680;'767483425326526465';0;after;3;vfestival
681;'767596716669501440';1;after;3;vfestival
686;'767503765188579328';0;after;3;vfestival
690;'767731851121266688';1;after;3;vfestival
691;'767814249565523972';1;after;3;vfestival
693;'767482925831098368';0;after;3;vfestival
694;'767791084944650240';0;after;3;vfestival
696;'767487916197249025';1;after;3;vfestival
702;'767825417684262912';1;after;3;vfestival
706;'767616829518934016';0;after;3;vfestival
707;'767777399492775936';1;after;3;vfestival
708;'769172632679899137';0;after;3;vfestival
710;'768020593652432896';0;after;3;vfestival
711;'768133782482391040';1;after;3;vfestival
712;'767650458802479104';1;after;3;vfestival
713;'767691111724937217';1;after;3;vfestival
723;'767509367323230208';0;after;3;vfestival
727;'767781965743460353';1;after;3;vfestival
729;'767674208902152192';1;after;3;vfestival
730;'767669969245069313';1;after;3;vfestival
731;'767744855846051844';1;after;3;vfestival
732;'767779358635425792';1;after;3;vfestival
737;'768347054921908224';0;after;3;vfestival
738;'768596081462550528';0;after;3;vfestival
739;'767495442557001729';0;after;3;vfestival
740;'767609407517655040';0;after;3;vfestival
741;'767552341432147969';1;after;3;vfestival
743;'767495850117459968';0;after;3;vfestival
749;'767652849270554624';1;after;3;vfestival
750;'767610447453364224';0;after;3;vfestival
752;'769879187029098496';1;after;3;vfestival
753;'767727613553016833';1;after;3;vfestival
754;'769884254130044928';1;after;3;vfestival
755;'767617923145949184';1;after;3;vfestival
761;'767487408187248644';0;after;3;vfestival
762;'767701305343238145';0;after;3;vfestival
763;'767840487055233024';0;after;3;vfestival
765;'767805211511513088';0;after;3;vfestival
766;'767522789406433280';1;after;3;vfestival
769;'767515009245065216';1;after;3;vfestival
